Temperature,DewPoint,Humidity,Load
6.28,0.2,3.9,1683.38
5.69,0.33,3.94,1585.52
5.1,0.42,3.97,1541.47
4.58,0.51,3.99,1620.58
4.11,0.6,4.01,2001.42
3.88,0.66,4.03,2962.19
7.04,1.01,4.13,3683.92
9.92,1.18,4.18,3896.25
14.62,1.23,4.2,3970.05
18.32,1.05,4.14,4063.23
19.9,1.45,4.26,3942.65
20.89,1.76,4.37,3671.16
21.32,1.94,4.43,3248.22
21.23,1.96,4.43,3177.6
20.59,2.07,4.47,3084.14
18.35,5.36,5.68,3061.68
15.08,3.86,5.08,3207.09
13.26,3.55,4.97,3439.38
12.23,3.22,4.85,3473.42
11.47,2.96,4.75,3251.22
10.74,2.69,4.66,2990.54
9.98,2.46,4.58,2717.5
9.22,2.29,4.53,2292.79
8.37,2.1,4.47,1934.58
7.62,1.95,4.42,1736.85
6.94,1.89,4.4,1625.43
6.2,1.83,4.38,1597.25
5.57,1.74,4.36,1674.1
5.04,1.65,4.33,2062.84
4.85,1.65,4.33,3054.61
7.63,1.95,4.42,3785.79
10.29,2.31,4.53,4001.68
14.89,2.24,4.51,4074.35
18.4,1.78,4.36,4094.09
19.86,2.32,4.54,3986.01
20.7,2.58,4.63,3697.26
20.98,2.34,4.55,3285.12
20.75,1.78,4.38,3236.84
19.85,1.48,4.28,3164.1
17.04,3.59,4.99,3109.99
13.19,3.47,4.94,3226.84
12.5,3.07,4.8,3458.66
11.96,2.89,4.73,3466.17
11.07,2.73,4.68,3252.19
9.67,2.44,4.58,2987.66
8.7,2.25,4.52,2683.22
7.82,2.11,4.47,2278.02
7.04,2,4.44,1886.05
6.33,1.89,4.41,1669.95
5.71,1.8,4.38,1576.7
5.3,1.74,4.37,1532.44
5.11,1.7,4.35,1594.51
5.14,1.69,4.35,1952.9
5.31,1.74,4.36,2818.21
8.01,2.32,4.54,3650.13
10.9,2.55,4.61,3980.54
15.41,2.87,4.72,4084.28
17.99,2.49,4.59,4166.27
19.14,2.24,4.52,3971.5
19.93,1.94,4.43,3705.03
20.3,1.66,4.34,3250.23
20.21,1.38,4.26,3211.53
19.56,1.24,4.22,3130.31
17.23,5.09,5.6,3080.87
13.86,3.34,4.9,3228.53
12.25,2.89,4.74,3507.86
11.18,2.63,4.65,3494.32
10.27,2.4,4.57,3302.86
9.51,2.24,4.51,3020.53
8.84,2.13,4.48,2722.37
8.29,2.09,4.47,2323.65
7.8,2.08,4.46,1955.38
7.32,2.08,4.46,1760.88
6.8,2.06,4.46,1660.81
6.26,2.02,4.45,1620.37
5.97,1.97,4.43,1699.57
6.17,1.9,4.4,2032.63
6.86,1.87,4.39,2835.33
9.3,2.62,4.63,3674.84
11.91,2.56,4.6,4125.25
16.25,2.1,4.46,4261.11
19.29,0.79,4.05,4367.51
20.24,0.73,4.04,4262.82
20.73,0.67,4.03,4039.36
20.78,0.64,4.02,3558.53
20.42,0.51,3.98,3334.27
19.44,0.55,4,3221.79
16.76,2.86,4.73,3154.18
12.57,3.09,4.79,3280.55
11.28,2.62,4.63,3522.64
10.34,2.36,4.54,3500.44
9.53,2.09,4.45,3266.5
8.83,1.82,4.37,3000.18
8.18,1.61,4.3,2827.75
7.58,1.5,4.27,2431.76
7.01,1.43,4.25,2065.34
6.47,1.39,4.24,1838.83
5.99,1.39,4.24,1734.53
5.46,1.44,4.26,1710.62
4.97,1.5,4.27,1787.97
4.52,1.55,4.28,2010.18
4.38,1.62,4.3,2468.93
7.66,2.06,4.44,3083.94
10.68,2.28,4.51,3472.97
15.23,2.34,4.52,3574.67
18.38,1.38,4.22,3676.9
19.98,0.82,4.06,3472.12
21.09,0.29,3.91,3162.11
21.64,-0.2,3.78,2781.5
21.43,-0.35,3.74,2503.03
20.5,-0.04,3.83,2310.4
17.2,4.09,5.17,2245.79
13.35,3.17,4.81,2402.9
12.21,2.69,4.65,2748.41
11.35,2.52,4.59,2833.32
10.38,2.43,4.55,2801.25
9.47,2.41,4.55,2635.9
8.69,2.4,4.55,2375.71
8.06,2.36,4.54,1985.42
7.61,2.34,4.53,1684.29
7.2,2.34,4.53,1497.53
6.93,2.28,4.52,1396.49
6.48,2.19,4.48,1375.77
5.96,2.12,4.46,1423.08
5.61,2.05,4.43,1644.04
5.7,1.98,4.41,2122.52
8.3,2.47,4.57,2774.35
11.29,2.53,4.58,3404.56
15.99,2.51,4.58,3810.53
19.8,1,4.11,4058.73
21.41,0.27,3.9,4012.68
22.48,-0.36,3.73,3764.96
23.01,-0.82,3.61,3257.5
22.84,-1.33,3.48,3008.25
21.96,-1.15,3.53,2801.85
18.45,4.48,5.33,2732.25
14.83,2.26,4.51,2819.5
13.5,1.62,4.31,3127.02
12.69,1.26,4.2,3178.39
12.06,0.99,4.11,2982.92
11.45,0.9,4.09,2752.78
10.8,0.84,4.07,2444.04
10.19,0.92,4.1,2088.68
9.72,1.03,4.13,1768.46
9.06,1.04,4.14,1585.67
8.23,1.09,4.15,1502.99
7.38,1.14,4.17,1463.75
6.72,1.21,4.19,1547.98
6.34,1.28,4.21,1943.88
6.17,1.35,4.23,2928.57
9.34,2.21,4.5,3649.38
12.4,2.17,4.48,3861.74
16.61,2.5,4.59,3979.92
20.05,1.59,4.3,4005.09
21.43,1.15,4.17,3806.04
22.25,0.77,4.06,3584.05
22.55,0.42,3.96,3160.13
22.3,0.19,3.9,3094.7
21.48,0.08,3.87,2973.77
18.82,4.84,5.49,2909.16
15.63,2.56,4.63,3039.95
13.89,2.26,4.52,3347.39
12.75,2.1,4.47,3371.95
12.08,1.87,4.39,3133.21
11.78,1.61,4.31,2852.92
11.6,1.35,4.23,2561.05
11.4,1.15,4.17,2181.7
10.88,1.12,4.16,1834.84
11.09,1.06,4.15,1634.57
10.99,0.97,4.12,1542.54
10.56,0.99,4.13,1515.17
10.16,1.01,4.14,1597.7
9.52,0.99,4.13,1962.64
8.59,1.05,4.14,2920.71
9.77,2.24,4.52,3707.03
12.38,1.87,4.38,3929.43
16.61,2.14,4.47,4025.55
19.94,1.84,4.37,4061.77
21.51,1.87,4.39,3921.42
22.63,1.8,4.37,3651.21
23.22,1.79,4.37,3228.98
23.2,1.78,4.37,3149.32
22.45,1.94,4.42,3054.26
19.2,6.42,6.11,2991.89
15.57,4.57,5.33,3106.83
14.09,3.98,5.11,3343.27
13.05,3.66,4.99,3388.43
12.17,3.41,4.89,3142.75
11.5,3.18,4.81,2871.26
11.21,2.89,4.72,2564.2
11.08,2.67,4.64,2159.52
10.8,2.57,4.61,1846.79
10.45,2.54,4.6,1643.07
10.07,2.5,4.59,1525.32
9.64,2.46,4.58,1489.21
8.92,2.44,4.57,1578.28
8.02,2.39,4.56,1954.77
7.55,2.4,4.56,2888.7
11,2.92,4.72,3660.76
14.25,2.85,4.7,3895.27
18.82,2.94,4.73,4018.84
22.29,2.59,4.61,4093.74
24.22,2.49,4.59,3918.1
25.7,2.21,4.5,3620.59
26.56,1.99,4.43,3159.69
26.42,2.01,4.44,3083.9
25.33,2.44,4.59,2974.71
21.92,5.39,5.67,2918.71
17.49,5.49,5.69,3045.3
16.17,5.19,5.57,3266.2
15.36,5.18,5.56,3349.45
14.62,5.22,5.57,3116.2
14.04,5.18,5.55,2814.7
13.6,5.09,5.52,2517.6
13.19,5.04,5.5,2148.3
12.75,5.09,5.52,1811.93
12.28,5.26,5.59,1617.01
11.78,5.57,5.72,1522.8
11.29,6.03,5.91,1482.62
10.88,6.57,6.13,1569.61
10.42,7.06,6.34,1915.56
10.41,7.41,6.49,2818.48
12.64,7.73,6.63,3544.97
15.96,8.29,6.88,3726.29
20.72,9.12,7.28,3861.06
24.77,8.86,7.16,3899.25
27.38,7.36,6.48,3731.48
28.72,6.29,6.02,3473.3
29.24,5.77,5.81,3052.35
28.99,5.5,5.71,3032.38
27.89,5.61,5.76,3019.3
24.93,7.09,6.4,3019.3
19.88,7.37,6.51,2994.62
18.49,6.58,6.16,3261.58
17.56,6.06,5.93,3347.27
16.73,5.67,5.77,3128.53
15.98,5.48,5.69,2820.36
15.15,5.59,5.74,2548
14.37,5.84,5.84,2180.09
13.73,6.11,5.95,1834.87
13.16,6.33,6.05,1630.03
12.52,6.45,6.1,1528.07
11.95,6.43,6.09,1480.66
11.45,6.35,6.06,1541.5
10.94,6.21,6,1915.65
10.76,6.02,5.92,2868.35
12.69,5.93,5.87,3615.96
16.03,6.21,5.99,3834.1
21.07,5.76,5.81,3951.56
24.01,5.23,5.6,4045.91
25.43,4.93,5.48,3887.32
26.33,4.29,5.25,3657.02
26.72,3.56,4.99,3155.03
26.54,2.71,4.7,3030.75
25.6,1.99,4.47,2971.1
23.5,1.95,4.45,2920.64
18.67,2.64,4.68,3017.78
16.91,2.22,4.54,3270.59
15.7,1.84,4.41,3280.07
14.39,1.48,4.3,2993.46
12.88,1.22,4.22,2703.48
11.78,0.77,4.09,2424.47
10.98,0.24,3.94,2109.41
10.26,-0.22,3.81,1806.67
9.61,-0.52,3.73,1622.83
8.96,-0.61,3.71,1526.33
8.39,-0.56,3.73,1480.66
7.93,-0.43,3.76,1544.41
7.48,-0.29,3.8,1835.45
7.57,-0.18,3.82,2533.91
10.42,-0.08,3.84,3227.14
13.96,0.49,4,3564.09
19.09,-0.21,3.82,3676.54
23.1,-2.33,3.24,3747.1
25.04,-2.29,3.25,3571.39
26.39,-2.64,3.17,3286.71
27.17,-3.43,2.98,2891.44
27.29,-4.28,2.79,2788.84
26.55,-4.62,2.72,2682.59
22.84,-0.05,3.92,2650.98
17.23,0.1,3.92,2776.71
15.51,-0.84,3.65,3026.27
14.46,-1.4,3.49,3057.78
13.51,-1.79,3.39,2830.28
12.61,-1.95,3.35,2552.77
11.79,-2.03,3.32,2304.32
11.03,-2.06,3.32,2003.53
10.29,-1.97,3.34,1725.66
9.56,-1.77,3.39,1533.19
8.85,-1.52,3.46,1431.47
8.18,-1.35,3.51,1388.78
7.59,-1.31,3.52,1436.53
7.11,-1.45,3.48,1650.14
7.25,-1.52,3.46,2115.51
11.71,-1.86,3.37,2764.05
15.01,-2.17,3.3,3288.9
19.5,-1.46,3.48,3615.21
24.64,-3.76,2.9,3815.25
26.93,-4.52,2.72,3739.55
28.05,-4.59,2.71,3498.74
28.57,-4.71,2.68,3029.55
28.53,-4.67,2.69,2809.39
27.67,-3.75,2.9,2619.63
23.77,3.26,4.98,2555.74
18.9,2.31,4.58,2640.27
17.57,1.41,4.28,2933.24
16.86,1.01,4.15,2923.44
16.18,0.63,4.03,2734.63
15.49,0.25,3.92,2493.04
14.84,-0.23,3.79,2226.12
14.3,-0.74,3.65,1931.81
13.41,-0.74,3.65,1662.5
12.68,-0.73,3.65,1509.44
12.07,-0.83,3.63,1431.29
11.21,-0.84,3.62,1402.18
10.57,-1,3.58,1467.42
9.73,-1.04,3.56,1829.52
9.1,-0.7,3.66,2649.23
12.89,0.31,3.94,3287.91
16.46,-0.68,3.66,3487.39
21.33,-0.58,3.69,3584.69
25.5,-2.14,3.27,3672.88
27.07,-2.78,3.11,3498.97
27.95,-3.53,2.94,3301.8
28.3,-4.22,2.78,2904.55
28.07,-4.7,2.68,2877.36
27.18,-4.62,2.7,2787.9
23.35,0.82,4.16,2730.17
17.88,0.69,4.07,2845.26
16,-0.24,3.8,3083.79
14.79,-0.77,3.65,3072.82
13.65,-1.24,3.52,2838.8
12.55,-1.52,3.44,2565.08
11.55,-1.66,3.41,2314.94
10.65,-1.68,3.4,1985.35
9.84,-1.6,3.42,1722.14
9.1,-1.52,3.45,1584.71
8.51,-1.49,3.45,1513.17
8.01,-1.52,3.45,1488
7.6,-1.61,3.43,1548.14
7.36,-1.78,3.38,1883.1
7.56,-1.66,3.41,2688.6
11.86,-1.33,3.5,3356.53
15.18,-1.96,3.34,3547.71
19.95,-1.82,3.38,3646.43
24.44,-3.8,2.89,3764.75
26.31,-3.82,2.88,3591.58
27.47,-3.99,2.84,3227.22
28.03,-4.43,2.75,2956.82
28.02,-4.86,2.65,2907.52
27.32,-4.71,2.69,2848.31
23.65,0.75,4.16,2822.84
18.25,0.77,4.11,2944.58
16.6,-0.02,3.87,3149.44
15.77,-0.34,3.78,3153
15.39,-0.55,3.72,2916.3
15.27,-1.21,3.54,2600.56
15.57,-1.9,3.36,2323.94
15.59,-2.6,3.18,2000.2
16.42,-3.39,2.99,1709.08
15.89,-3.42,2.99,1545.78
14.67,-3.43,2.99,1468.91
12.65,-2.96,3.1,1444.79
11.43,-2.77,3.15,1527.08
9.85,-2.52,3.22,1891.29
9.24,-2.15,3.31,2753.05
13.84,-1.65,3.43,3450.75
17.37,-2.14,3.3,3624.52
21.63,-1.44,3.48,3714.9
25.82,-2.75,3.14,3773.59
27.76,-2.99,3.08,3680.08
28.48,-3.01,3.08,3471.61
28.82,-3.02,3.08,3055.3
28.86,-2.94,3.1,3022.17
27.93,-2.21,3.29,2942.08
24.58,0.98,4.18,2874.53
19.96,1.57,4.35,2958.16
18.92,1.52,4.32,3203.37
17.99,1.81,4.4,3185.73
16.39,2.14,4.5,2929.14
15.97,2.22,4.53,2612.8
15.82,2.36,4.57,2347.01
15.48,2.64,4.67,1993.03
15.11,2.95,4.77,1721.56
14.65,3.27,4.88,1543.21
13.85,3.58,4.99,1462.49
12.92,3.83,5.08,1440.4
12.58,4.07,5.17,1523.76
12.37,4.31,5.25,1870.05
12.42,4.48,5.31,2671.84
14.15,4.63,5.37,3338.31
17.47,4.65,5.37,3495.92
20.95,4.47,5.31,3598.49
23.92,3.88,5.09,3658.12
26.34,2.95,4.77,3555.42
28,2.49,4.62,3316.63
28.74,2.65,4.68,2913.15
28.61,3.19,4.86,2895.86
27.75,3.87,5.11,2854.58
25.48,5.21,5.62,2870.46
21.18,6.31,6.06,2958.25
20.21,5.94,5.9,3152.85
19.54,5.83,5.85,3162.4
18.32,5.93,5.89,2894.84
17.07,6.46,6.1,2572.13
16.52,7.25,6.44,2319.85
16.05,7.71,6.64,2015.41
14.97,8.31,6.93,1754.28
13.95,8.87,7.19,1604.94
13.47,9.34,7.43,1536.7
12.93,9.86,7.69,1520.58
12.49,10.22,7.88,1607.83
12.22,10.51,8.03,1949.77
12.3,10.81,8.18,2572.2
13.2,11.43,8.53,3285.94
15.1,12.01,8.85,3762.91
17.59,11.28,8.44,3979.12
19.71,9.98,7.74,4089.37
21.07,9.49,7.49,3833.11
22.13,9.51,7.5,3550.01
22.93,9.59,7.55,3128.1
23.23,9.54,7.52,2962.04
22.83,9.52,7.51,2860.82
21.15,10.34,7.93,2787.91
19.05,10.83,8.18,2851.79
17.81,11.27,8.42,3061.42
16.57,11.5,8.54,3038.68
15.47,11.44,8.5,2796.75
14.28,11.21,8.37,2552.95
13.38,10.85,8.17,2278.9
12.6,10.5,7.98,1964.53
11.93,10.2,7.83,1695.73
11.3,10.05,7.75,1549
10.67,10.02,7.73,1477.63
10.17,10.04,7.75,1454.81
9.87,10.04,7.74,1504.85
9.61,9.98,7.71,1804.24
9.94,9.95,7.69,2432.02
12.44,10.2,7.81,3053.42
15.55,10.46,7.94,3317.6
19.31,9.78,7.58,3452.94
21.94,9.76,7.57,3558.8
23.41,10.22,7.82,3411.17
24.04,10.52,7.99,3180.52
23.99,10.64,8.06,2805.08
23.53,10.5,7.99,2727.21
22.94,10.47,7.97,2664.99
21.6,11.52,8.56,2629.46
18.98,11.67,8.64,2721.44
17.89,11.1,8.31,2939.06
17.54,10.89,8.19,2968.2
17.43,10.66,8.07,2732.45
16.99,10.36,7.9,2465.07
16.33,10.12,7.78,2218.28
15.62,9.88,7.66,1941.74
14.64,9.6,7.52,1677.26
13.54,9.31,7.38,1522.71
12.75,9.04,7.24,1439.82
12.25,8.83,7.14,1403.45
11.89,8.66,7.06,1442.62
11.61,8.52,6.99,1678.12
11.89,8.52,6.99,2113.45
14.92,8.72,7.08,2681.5
17.84,9,7.21,3112.88
22.62,9.01,7.21,3382.51
24.68,9.48,7.45,3546.71
25.89,9.6,7.52,3507.78
26.69,9.5,7.47,3287.65
27.01,9.3,7.38,2922.89
26.76,9.21,7.34,2787.89
25.9,9.17,7.32,2672.12
24.09,11.08,8.36,2600.32
20.67,11.76,8.71,2668.54
18.83,10.95,8.25,2836.38
17.84,10.79,8.16,2855.15
16.96,10.79,8.16,2675.76
16.17,10.76,8.14,2471.7
15.48,10.72,8.12,2262.38
14.87,10.68,8.1,1997.03
14.26,10.65,8.09,1775.98
13.62,10.6,8.07,1642.8
13.02,10.55,8.04,1576.28
12.97,10.48,8.01,1551.36
13.18,10.41,7.97,1621.95
12.66,10.34,7.93,1920.53
12.34,10.3,7.91,2796.84
15.24,10.34,7.92,3384.75
18.54,10.36,7.93,3366.34
23.07,9.38,7.43,3435.7
24.91,9.18,7.32,3578.74
26,8.77,7.13,3429.29
26.75,8.11,6.83,3270.82
27.03,7.36,6.49,2887.84
26.78,6.59,6.16,2915.23
25.93,6.01,5.92,2883.64
23.91,7.11,6.41,2851.05
19.43,8.35,6.96,2938.35
17.79,7.75,6.67,3087.84
16.92,7.64,6.61,3076.33
16.19,7.63,6.6,2812.81
15.55,7.62,6.6,2536.32
14.95,7.58,6.58,2350.06
14.37,7.53,6.56,2080.09
13.77,7.47,6.53,1850.85
13.18,7.41,6.51,1718.59
12.6,7.39,6.51,1658.03
12.08,7.42,6.52,1624.48
11.68,7.45,6.53,1686.57
11.43,7.47,6.54,1969.54
11.83,7.57,6.58,2637.87
15.01,7.79,6.67,3186.91
17.95,8.11,6.82,3339.47
22.6,7.22,6.42,3426.44
24.87,6.56,6.12,3509.39
25.97,6.55,6.13,3427.79
26.66,6.56,6.14,3287.17
26.92,6.55,6.14,2923.8
26.89,6.32,6.05,2895.45
26.33,6.18,5.99,2802.38
24.5,7.24,6.46,2803.24
19.95,8.6,7.07,2881.52
18.33,8.03,6.8,3041.47
17.53,7.77,6.67,3058.58
16.87,7.53,6.56,2807.17
16.4,7.29,6.45,2575.67
16.07,7.02,6.33,2358.35
15.55,6.78,6.23,2092.16
15.07,6.67,6.18,1876.44
14.45,6.72,6.2,1746.61
13.72,6.91,6.29,1685.64
12.8,7.11,6.38,1662.63
12.08,7.41,6.51,1715.46
11.56,7.87,6.71,1979.51
11.7,8.42,6.97,2592.62
14.93,9.1,7.3,3187.86
18.22,9.43,7.46,3351.36
23.58,7.91,6.73,3415.88
26.32,7.45,6.52,3514.23
27.52,7.15,6.39,3460.61
28.26,6.82,6.25,3300.24
28.5,6.53,6.14,2963.64
28.2,6.17,5.99,2955.63
27.45,5.95,5.89,2885.63
25.19,9.26,7.48,2862.08
21.97,8.94,7.25,2931.42
20.45,8.02,6.8,3078.19
18.98,7.94,6.75,3072.84
17.56,7.92,6.74,2805.96
16.59,7.97,6.75,2553.07
15.91,8.06,6.79,2308.57
15.13,8.14,6.83,2042.24
14.2,8.21,6.86,1841.8
13.49,8.31,6.92,1698.46
12.84,8.43,6.97,1634.96
12.34,8.56,7.04,1604.55
11.9,8.74,7.13,1667.55
11.74,8.94,7.22,1921.32
12.5,9.16,7.33,2497.6
14.19,9.37,7.43,3068.26
15.66,9.59,7.53,3234.96
19.33,9.71,7.6,3330.2
24.08,8.73,7.12,3491.76
27.04,7.65,6.62,3419.93
28.41,7.09,6.37,3296.18
29,6.65,6.19,2906.46
29.05,6.25,6.02,2881.71
28.31,6.16,5.99,2829.69
25.89,9.51,7.61,2798.71
21.19,9.29,7.42,2830.67
19.52,8.66,7.1,3030.96
18.63,8.84,7.18,3030.99
17.87,9.15,7.33,2797.13
17.13,9.46,7.49,2540.25
16.52,9.77,7.64,2319.25
16.08,10.05,7.79,2058.26
15.51,10.29,7.91,1850.17
15.02,10.47,8.02,1712.44
14.5,10.6,8.09,1655.04
13.89,10.72,8.16,1625.8
13,10.84,8.22,1676.34
12.38,10.96,8.29,1936.89
12.42,11.06,8.35,2563.7
14.15,11.07,8.34,3119.32
17.58,10.74,8.15,3294.44
21,10.31,7.92,3460.93
24.14,9.85,7.68,3589.95
26.79,9.36,7.44,3609.3
28.62,8.83,7.19,3416.33
29.52,8.44,7,3042.4
29.42,8.27,6.93,2968.1
28.53,8.36,6.98,2906.96
26.52,9.18,7.38,2897.14
22.68,10.11,7.85,2979.67
21.46,10.03,7.8,3104.88
20.91,10.22,7.89,3086.68
20.19,10.4,7.98,2831.21
19.82,10.33,7.94,2554.72
19.34,10.33,7.94,2336.17
18.72,10.41,7.99,2087.3
17.99,10.52,8.05,1877.35
17.13,10.69,8.15,1754.18
15.58,10.89,8.27,1687.2
14.64,11.08,8.37,1649.19
14.09,11.22,8.45,1692.38
13.63,11.31,8.49,1904.76
14.08,11.31,8.49,2374.28
16.34,11.25,8.45,2923.18
19.5,11.08,8.35,3149.1
22.51,11.01,8.31,3228.4
24.65,11.26,8.45,3333.38
26.03,11.67,8.69,3277.56
26.55,12.08,8.93,3119.06
26.64,12.46,9.17,2825.95
26.37,12.84,9.41,2766.41
25.66,13.37,9.75,2697.71
23.79,15.53,11.25,2696.05
20.87,15.34,11.09,2817.17
20.03,14.45,10.45,2951.73
19.89,14.22,10.29,2805.86
19.59,14.18,10.26,2537.31
18.93,14.23,10.28,2355.1
18.16,14.39,10.39,2207.28
17.39,14.69,10.6,1968.01
16.8,14.94,10.77,1773.77
16.4,15,10.82,1662.86
16.03,14.97,10.8,1599.3
15.42,14.86,10.72,1571.4
14.8,14.64,10.57,1613.92
14.46,14.47,10.45,1776.19
14.86,14.46,10.44,2074.25
16.6,14.86,10.7,2530.92
19.71,14.46,10.43,2883.78
22.89,13.08,9.52,3111.87
24.94,12.5,9.16,3317.82
26.45,12.17,8.97,3322.03
27.39,11.75,8.73,3133.25
27.88,11.17,8.41,2813.72
27.94,10.59,8.09,2681.2
27.39,10.26,7.92,2579.83
26,11.11,8.4,2485.29
22.34,12.8,9.38,2557.41
20.57,11.59,8.65,2761.37
19.78,11.17,8.4,2818.28
19.15,10.94,8.27,2590.83
18.29,10.69,8.13,2381
17.55,10.5,8.03,2217.16
16.88,10.36,7.96,1999.65
16.24,10.31,7.93,1787.51
16.18,10.34,7.95,1666.46
15.75,10.28,7.92,1614.65
15.18,10.22,7.88,1594.35
14.54,10.16,7.85,1652.58
13.94,10.09,7.81,1901.66
14.38,10.19,7.86,2516.46
16.82,10.05,7.78,3060.72
20.32,10.36,7.94,3204.02
24.59,10.14,7.82,3248.79
26.63,10.24,7.88,3347.44
27.83,10.23,7.88,3334.72
28.61,10.12,7.83,3224.5
28.96,9.89,7.72,2950.97
28.85,9.59,7.57,2877.72
28.21,9.32,7.44,2825.67
26.89,10.18,7.91,2811.56
24,11.59,8.69,2889.65
21.89,11.01,8.34,3026.6
20.52,10.76,8.19,3026.38
19.47,10.47,8.03,2760.31
18.61,10.2,7.88,2519.63
17.84,9.97,7.75,2322.22
17.11,9.76,7.65,2062
16.43,9.61,7.57,1849.59
15.77,9.52,7.53,1721.73
15.16,9.45,7.49,1661.38
14.56,9.36,7.46,1633.72
14.07,9.29,7.41,1690.19
13.77,9.2,7.37,1932.27
14.46,9.42,7.48,2537.08
17.35,9.49,7.51,3080.79
20.65,9.76,7.64,3225.36
25.44,8.88,7.2,3307.22
27.33,8.56,7.05,3425.28
28.45,8.2,6.88,3389.99
29.2,7.66,6.64,3240.71
29.53,6.91,6.31,2921.36
29.31,6.22,6.03,2887.24
28.46,5.79,5.85,2844.55
26.67,7.14,6.46,2826.18
22.17,9.9,7.75,2916.13
20.07,8.68,7.13,3051.49
19.06,8.42,7,3052.42
18.25,8.3,6.94,2840.61
17.6,8.17,6.88,2562.6
17.04,8.01,6.8,2359.6
16.52,7.83,6.72,2110.53
16.01,7.65,6.64,1901.37
15.41,7.48,6.56,1781.5
14.85,7.32,6.49,1723.24
14.37,7.22,6.45,1697.39
14.04,7.16,6.42,1757.64
13.77,7.11,6.4,2008.32
14.47,7.65,6.64,2613.57
17.54,7.56,6.59,3196.72
20.23,7.9,6.74,3314.28
24.74,7.34,6.49,3382.78
27.02,7.53,6.57,3483.69
28.38,8.16,6.87,3450.53
29.35,8.74,7.16,3334.55
29.65,9.07,7.33,2998.6
29.04,9.25,7.43,2999.08
27.74,9.71,7.67,2973.4
26,11.94,8.91,2970.47
22.91,13.83,10.06,3055.78
21.35,14.18,10.29,3161.03
20.63,15.1,10.92,3074.47
20.13,16.2,11.71,2824.64
19.41,16.9,12.24,2530.56
18.54,16.78,12.14,2313.95
17.54,16.17,11.68,1972.16
16.65,15.54,11.22,1815.88
15.97,15.09,10.9,1688.02
15.45,14.83,10.72,1634.28
14.97,14.58,10.55,1616.5
14.52,14.28,10.34,1669.42
14.07,13.92,10.11,1929.17
14.5,14.09,10.21,2502.07
16.02,14.95,10.79,3056.84
18.67,15.24,10.99,3253.2
22.09,14.16,10.25,3349.74
24.5,13.48,9.8,3443.91
25.52,13.35,9.73,3354.93
26.03,13.22,9.66,3217.31
26.18,13.14,9.61,2902.81
25.93,13.02,9.54,2886.25
25.07,13.21,9.67,2863.89
23.32,15.48,11.24,2916.81
20.75,16.63,12.07,3003.98
19.48,16.07,11.63,3166.77
18.57,15.63,11.3,3117.4
17.91,15.21,11,2897.69
17.37,14.9,10.78,2634.5
16.8,14.83,10.73,2518.52
16.18,14.84,10.73,2174.22
15.6,14.73,10.66,1833.06
15.08,14.49,10.5,1698.25
14.74,14.15,10.28,1650.94
14.37,13.81,10.06,1619.9
14.01,13.52,9.87,1702.15
13.95,13.41,9.8,1938.32
14.7,13.53,9.87,2480.27
15.67,14.25,10.34,2918.38
17.31,14.92,10.79,3301.58
19.73,14.53,10.52,3471.04
21.44,13.99,10.15,3688.4
22.2,13.78,10.02,3612.26
22.61,13.54,9.88,3485.97
22.46,13.07,9.58,3158.97
22.38,12.74,9.39,3052.68
21.95,13.16,9.66,2998.67
20.08,14.93,10.84,2963.57
17.32,15.52,11.25,3000.84
16.16,15.36,11.12,3058.84
15.49,14.97,10.84,3060.95
14.34,14.28,10.36,2826.39
13.88,13.81,10.04,2579.85
14,13.6,9.89,2301.09
13.77,13.33,9.72,2011.29
13.07,12.93,9.47,1695.9
12.46,12.52,9.22,1604.19
11.79,12.02,8.92,1543.26
11.3,11.6,8.67,1502.2
11,11.25,8.47,1563.21
10.73,10.96,8.3,1826.47
11.49,11.43,8.56,2324.39
14.27,13.08,9.54,2993.86
17.05,13.09,9.53,3281.22
19.56,10.75,8.16,3417.48
21.27,9.33,7.41,3552.66
22.54,8.69,7.1,3447.73
23.43,8.36,6.95,3206.42
23.83,8.21,6.88,2857.88
23.75,8.24,6.9,2788.72
23.06,8.29,6.92,2741.03
22.04,8.88,7.21,2677.16
19.22,10.79,8.2,2720.6
17.37,9.96,7.74,2891.9
16.18,9.81,7.66,2906.73
15.2,9.73,7.61,2696.1
14.41,9.58,7.53,2445.56
13.75,9.39,7.43,2250.03
13.21,9.18,7.32,1964.94
12.79,8.93,7.2,1708.54
12.54,8.69,7.09,1572.58
12.22,8.49,7,1496.2
11.87,8.36,6.93,1460.99
11.57,8.28,6.9,1516.66
11.34,8.23,6.87,1693.28
11.96,8.67,7.08,2070.16
14.95,8.98,7.22,2610.76
18.77,9.32,7.38,2942.65
21.83,9.32,7.38,3218.55
23.63,8.93,7.19,3434.16
24.89,8.33,6.91,3410.01
25.69,7.77,6.66,3229.02
26.03,7.4,6.49,2847.48
25.87,7.04,6.34,2702.46
25.03,6.76,6.22,2565.79
23.37,7.53,6.56,2501.55
19.19,9.56,7.53,2541.64
16.8,8.93,7.21,2699.56
15.82,8.64,7.07,2765.06
14.94,8.36,6.93,2585.21
14.18,8.11,6.81,2379.78
13.49,7.86,6.7,2194.47
12.84,7.6,6.58,1942.41
12.21,7.32,6.46,1708.65
11.6,7.1,6.36,1568.98
11.04,6.96,6.31,1507.53
10.53,7.01,6.33,1475.83
